imdb_id,homepage,overview,popularity,poster_path,spoken_languages,video,title,language,isAdult,startYear,runtimeMinutes,genres,directors,writers,averageRating,actor1,actor2,actor3,Voisin1,Voisin2,Voisin3,Voisin4
tt0893382,http://www.shinealightmovie.com/,"Martin Scorsese and the Rolling Stones unite in ""Shine A Light,"" a look at The Rolling Stones."" Scorsese filmed the Stones over a two-day period at the intimate Beacon Theater in New York City in fall 2006. Cinematographers capture the raw energy of the legendary band.",8.744,/rMVrNWWaO3xAWZHFUbeamWPzVAC.jpg,['en'],False,Shine a Light,\N,0.0,2008,122,Biography,25,\N,7.1,,,,25,3392,993,37
tt0401488,,"Milan and Goran are two criminals who smuggle illegal immigrants. One night after they complete a smuggle, they discover that one of the immigrants has left a baby behind. Milan and Goran decide to sell the baby to Lubos and Eman, who are responsible for running an illegal baby adoption center. Lubos and Eman make attempts to sell the baby to Miluska and Frantisek, a barren couple.",1.45,/arS6fXavQhCl2JLyXf8qvZawacM.jpg,"['en', 'cs', 'de', 'ru']",False,Haut et bas,\N,0.0,2004,108,Comedy,26,"nm0418588,nm0398575",7.0,,,,26,31,40,4100
tt20420316,https://www.netflix.com/title/81446276,"In August 1988, two armed bank robbers keep German police at bay for 54 hours during a hostage-taking drama that ends in a shootout and three deaths.",7.372,/3gQVzkLd8GxqNVG5t5CkQEvMDnD.jpg,"['de', 'nl']",False,La Prise d'otages de Gladbeck,\N,0.0,2022,91,Crime,27,\N,7.5,,,,27,10,99,2666
tt2222052,https://www.ifcfilms.com/films/my-salinger-year,"A college grad takes a clerical job working for the literary agent of the renowned, reclusive writer J.D. Salinger.",10.847,/dC4IBKaCLFwnQlGmsYT8mr0Sp4n.jpg,"['en', 'fr', 'es']",False,Mon année à New York,\N,0.0,2020,101,Drama,28,"nm0265852,nm5117507,nm13326855",6.5,,,,28,39,1740,47
tt0107076,,"When a woman's father goes missing, she enlists a local to aid in her search.  The pair soon discover that her father has died at the hands of a wealthy sportsman who hunts homeless men as a form of recreation.",37.918,/kufvuQYWdl82sYzmhy2naBLyMui.jpg,['en'],False,Chasse à l'homme,\N,0.0,1993,97,Action,29,nm0679326,6.2,,,,4283,2889,29,1437
tt2015381,http://marvel.com/guardians,"Light years from Earth, 26 years after being abducted, Peter Quill finds himself the prime target of a manhunt after discovering an orb wanted by Ronan the Accuser.",255.418,/r7vmZjiyZw9rpJMQJdXpjgiCOk9.jpg,['en'],False,Les Gardiens de la Galaxie,\N,0.0,2014,121,Action,30,"nm0348181,nm2270979,nm3966115,nm5037683,nm2757098,nm0317493,nm4160687,nm1921680,nm3053444,nm0314153,nm0562554",8.0,,,,30,2889,29,4283
tt0453047,,"When the retired seventy-seven years old hypochondriac widower Fred moves to an apartment in Madrid, his temperamental daughter Cuca has an incident with his next door neighbor, the elder Argentinean Elsa. Later, they meet each other and Elsa seduces Fred with her reckless behavior and view of life and they have a romance.",3.742,/1yC34h2reRWLH7RNp7Hog4lbtE7.jpg,['es'],False,Elsa & Fred,\N,0.0,2005,108,Comedy,31,"nm0138759,nm0346351,nm1272478",7.5,,,,31,26,158,40
tt0053814,,A young man who lives on women meets his match in the young wife of a rich industrialist. Their affair is doomed by her taste for luxury and his dislike of her coolness.,0.992,/kqyuWC8PWbVXCKzq8M8mK2QslMZ.jpg,['fr'],False,Le farceur,\N,0.0,1960,88,Comedy,32,"nm0003606,nm0099429",6.5,,,,3648,4680,32,20
tt0073621,,"In wake of the First Sino-Japanese War 1894-1895, a group of Japanese warlords calculate that the best way to prepare an invasion of the rest of China from their southern Manchuria staging ground.",2.514,/erXK435lJrklKposdPAMCCfHDbZ.jpg,['zh'],False,Karaté à mort pour une poignée de soja,\N,0.0,1977,100,Action,33,nm0473325,6.4,,,,33,67,85,3338
tt0055719,,"Essentially true story of how Spartan king Leonidas led an extremely small army of Greek Soldiers (300 of his personal body guards from Sparta) to hold off an invading Persian army now thought to have numbered 250,000.",12.459,/8VpEjt2QIlvJ9lC06vvYPdaiqm.jpg,['en'],False,La bataille des Thermopyles,\N,0.0,1962,114,Adventure,34,"nm0820532,nm0508792,nm0215589,nm0195647,nm0130397",6.5,,,,34,4485,1140,3422
tt0078513,,"Following the death of the second Tokugawa shogun, it is revealed that he was poisoned by retainers of his son Iemitsu in hopes of gaining him the shogunate despite the stammer and birthmark which undermine his respect. Iemitsu and his brother Tadanaga become bitter rivals for the shogunate, and the land is split into factions, eventually erupting into warfare. Iemitsu's mentor, his fencing instructor Yagyu, is fixated upon securing Iemitsu the shogunate and ends up betraying everyone, even his own family, in pursuit of the goal.",4.159,/4m3ohN3XWkjKVMMUbrWWWxQv3wI.jpg,['ja'],False,Shogun Samourai,\N,0.0,1978,130,Action,35,"nm0297935,nm0559406,nm0633986",7.1,,,,4118,35,3200,6
tt2657924,,"In the wake of ""Mondovino"", this film offers new research on the world of cheese, through a work of investigation and discovery in various parts of France, but also Italy and the United States. It highlights two clashing worlds: on one side the taste of defenders and diversity, the other multinational companies, supermarkets and proponents of food globalization. The ""stinky cheese"" has become an iconic element in the debate on the French exception, globalization, industrial food and the environment.",0.6,/9Q9Du7MxcHVCCNFDo65hwnJoQJ0.jpg,['fr'],False,Ces fromages qu'on assassine,\N,0.0,2007,109,Documentary,36,"nm0219081,nm0763853",7.0,,,,36,4637,123,514
tt2707858,,"A look at the life of French designer Yves Saint Laurent from the beginning of his career in 1958 when he met his lover and business partner, Pierre Berge.",10.047,/c3OQ4DtCzm4JfBxviXk5g7grsxM.jpg,"['ja', 'fr', 'ru', 'en', 'ar']",False,Yves Saint Laurent,\N,0.0,2014,106,Biography,37,"nm0404093,nm0504267,nm0276466,nm4766328,nm5747900,nm2040193",6.2,,,,37,289,339,4303
tt0077892,,"Struggling actor Chih-Wen (Michael Hui) got a raw deal from his company, MTV Studios. He signed a binding 8-year contract with the studio and was only given one opportunity to perform live thus far. Soon, he received a better deal with a rival company, who promised a 5-year contract and better opportunities to perform and make money. Since he cannot start working for the new company because of his current 8-year contract with MTV, he and his scientist-aspiring brother (Ricky Hui), with the help of magician Shih-Chieh (Sam Hui), attempt to steal the contract from his ruthless manager.",2.064,/b2E2EGCqWrqwbEzUdT0qD88OBcU.jpg,['cn'],False,Mister Boo fait de la télévision,\N,0.0,1978,96,Comedy,38,"nm0401201,nm2652702",6.5,,,,38,720,2525,13
tt15289510,,"Dancer Elena and sign language interpreter Dovydas meet and form a beautiful bond. As they dive into a new relationship, they must navigate how to build their own kind of intimacy.",1.616,/y3y8imkTjTWofpBNecjDrA7SXdZ.jpg,"['lt', 'en']",False,Slow,\N,0.0,2023,108,Drama,39,nm5402965,7.1,,,,39,47,28,1296
tt0066765,,A collection of Monty Python's Flying Circus skits from the first two seasons of their British TV series.,9.552,/ajbdFQLvJTlNu4LnVWGnNMb4mZ8.jpg,['en'],False,La première folie des Monty Python,\N,0.0,1971,88,Comedy,40,"nm0001037,nm0000092,nm0000416,nm0001385,nm0001402,nm0001589",7.5,,,,40,4100,89,26
tt0079548,,"Two young women from very different backgrounds journey into the countryside seeking respite from unsatisfactory lives and relationships, but ultimately find that there is no way back to the world they once knew.",0.902,/tYWB2FacfZpj90u8DiPlX9CbMEg.jpg,['fr'],False,Messidor,\N,0.0,1979,123,Crime,41,nm0849609,7.2,,,,41,193,231,3786
tt0091434,,"Bob and his wife Linda accompany his brother Jim on a sailing cruise to Costa Rica, where Jim will start as a missionary. In a terrible storm their boat flips over. Jim believes the accident was a sign from god and throws away their distilling apparatus and food - ""You shall not interfere with god's will"". However nobody knows they're lost, so no one searches them for weeks.",0.6,/hFLZexGgPKczenEhE807xYNctLE.jpg,['en'],False,Perdus en mer!,\N,0.0,1986,95,Action,42,"nm0746591,nm8594899",6.3,,,,42,33,3954,46
tt0120184,https://www.warnerbros.com/sphere,"A spacecraft is discovered on the floor of the Pacific Ocean, presumed to be at least 300 years old and of alien origin. A crack team of scientists and experts is assembled and taken to the Habitat, a state-of-the-art underwater living environment, to investigate.",16.185,/5IMr0L4BoONvN5i9kyVd0zGww3L.jpg,['en'],False,Sphère,\N,0.0,1998,134,Action,43,"nm0000341,nm0934483,nm0369561,nm0001921",6.1,,,,43,49,30,4283
tt0387514,,"A career driven professional from Manhattan is wooed by a young painter, who also happens to be the son of her psychoanalyst.",11.801,/vPX6XxUTxNFp8zt275E56gAFnRm.jpg,['en'],False,Petites confidences (à ma psy),\N,0.0,2005,105,Comedy,44,nm0950226,6.2,,,,44,1867,2151,50
tt14160834,,"Gay, civil rights activist Bayard Rustin, who organized the 1963 March on Washington.",1.217,/vN5fYKtT28Q6mK0CmwfEOZcQAvl.jpg,['en'],False,Bayard Rustin,\N,0.0,2023,106,Biography,45,"nm3027922,nm0085257",6.5,,,,45,2214,2024,4461
tt0348568,,"Ji-hae's friend is having problems expressing her feelings to the boy she loves, so she asks Ji-hae to write e-mails to him in her name. As the boy falls in love with her letters, Ji-hae discovers the story of her mother's romance which is remarkably similar to her own circumstances.",13.677,/sNe23Tsia9usMBN5TW2KXPJdq2K.jpg,['ko'],False,Le classique,\N,0.0,2003,127,Drama,46,nm1030706,7.7,,,,46,51,3954,149
tt0110521,,The film tells the story of two girls who are of totally different character. They know each other since their childhood and were friends until they became teenagers. But growing up and becoming adults they go different ways.,2.395,/7H6iZtmPqKZp1pXOzYAVqyLHX2i.jpg,[],False,Mina Tannenbaum,\N,0.0,1994,128,Drama,47,nm0240987,7.1,,,,47,39,1296,64
tt0443880,,"Alex, a professional tourist guide, is asked to welcome Sacha,a young woman of Russian extraction. She has participated in a contest and, consequently, won a one-week stay in Geneva. From the outset, the young woman shakes up Alex's plans and drags him along with her through a risky and hazardous treasure-hunt at the confines of Eastern Switzerland. Wanted by the police and hunted down by the mafia, Alex and Sacha decide to shake off their pursuers by moving about more slowly than the others: they then advance through lakes and other roundabout ways. While Alex and Sacha sink deeply into an ever stranger Switzerland, they will observe, discover, oppose and finally love each other to the vanishing point.",0.6,/hvKpE0IjeswBzQK4xKIY7hTLCwn.jpg,['fr'],False,Au large de Bad Ragaz,\N,0.0,2004,105,Thriller,48,nm0555768,7.3,,,,48,37,594,289
tt0094894,,"A confident young cop is shown the ropes by a veteran partner in the dangerous gang-controlled barrios of Los Angeles, where the gang culture is enforced by the colors the members wear.",15.502,/5KueYME8A449pxaKTJZp3cWKKSX.jpg,"['en', 'es']",False,Colors,\N,0.0,1988,120,Action,49,"nm0771512,nm0223960",6.7,,,,49,43,4943,30
tt0053645,,"Ella Peterson works in the basement office of Susanswerphone, a telephone answering service. She listens in on others' lives and adds some interest to her own humdrum existence by adopting different identities for her clients. They include an out-of-work Method actor, a dentist with musical yearnings, and in particular playwright Jeffrey Moss, who is suffering from writer's block and desperately needs a muse.",3.176,/fATfcGV05lvenYdXBBTEhvTyrRm.jpg,"['fr', 'en']",False,Un numéro du tonnerre,\N,0.0,1960,126,Comedy,50,"nm0173679,nm0337582,nm0222985",6.9,,,,50,53,674,44
tt6400166,,"Lorenzo is a teenager who lives in Patagonia. One day his family receives in his house to Caíto, the son of some friends who are going through a serious family situation and can not take care of him. He is a complicated kid and has difficulty adapting to the new home. Despite the differences, a unique friendship arises between them. Each has much to learn from the other. Caito, still with his things, has that share of rebellion that Lorenzo needs to break the strict molds in his head and to let his most repressed instincts and passions flow. Home life becomes chaotic but vital and engaging. Caíto is much more than a troublesome boy: he is someone who forces Lorenzo's parents to reopen a dark chapter of their past that they would rather not remember.",8.034,/iGbzNuLg6InmmaUKEz83oySFj1G.jpg,['es'],False,Mon meilleur ami,\N,0.0,2018,90,Drama,51,nm1389105,6.8,,,,51,46,57,2132
tt0929425,,"An inside look at Italy's modern-day crime families, the Camorra in Naples and Caserta. Based on a book by Roberto Saviano. Power, money and blood: these are the ""values"" that the residents of the Province of Naples and Caserta have to face every day. They hardly ever have a choice and are forced to obey the rules of the Camorra. Only a lucky few can even think of leading a normal life.",9.644,/swX2DCJYfR1BIG5Q81vKqBl9vf7.jpg,"['it', 'zh', 'fr']",False,Gomorra,\N,0.0,2008,137,Crime,52,"nm2500207,nm2828827,nm0158323,nm0223924,nm0308520,nm0309979",7.0,,,,52,24,4369,939
tt4027504,http://lazyeyemovie.com/,"Passions re-ignite and secrets revealed when a graphic designer reconnects with the great, lost love of his life for a weekend tryst at a house in the desert near Joshua Tree.",3.494,/paCOCR4iODQ7cBtCytRurSuEBgN.jpg,['en'],False,Regarde-moi dans les yeux,\N,0.0,2016,87,Comedy,53,nm0456693,6.4,,,,53,50,674,2728
tt0074554,,"A cashier poses as a writer for blacklisted talents to submit their work through, but the injustice around him pushes him to take a stand.",7.404,/3h39YWLBuFd4SGi2eqNazEQlPv7.jpg,['en'],False,Le prête-nom,\N,0.0,1976,95,Drama,54,nm0077159,7.3,,,,54,3243,1846,3018
tt0070057,,"A man returns to the place he once lived a passionate love affair with a woman who is now dead.  So powerful are the emotions that seize him that he imagines she is still alive, and begins to live as if this were the case...",0.958,/13VqEkDhhRWYGzGV632VfOXSFnG.jpg,['fr'],False,La femme du Gange,\N,0.0,1974,85,Drama,55,nm0243921,6.8,,,,55,62,4569,1922
tt0082089,,"In the midst of a searing Florida heat wave, a woman convinces her lover, a small-town lawyer, to murder her rich husband.",12.341,/5LipPcaW1J9IjAP7TOTesw8OcMS.jpg,['en'],False,La fièvre au corps,\N,0.0,1981,113,Crime,56,nm0001410,7.4,,,,56,4347,61,484
tt0106535,,"After the death of her husband, the mother of Julie, Jack, Sue and Tom begins to suffer from a mysterious illness. Aware that she is going to have to go into hospital she opens a bank account for the children, so that they can be financially self-sufficient and will be able to avoid being taken into care by the authorities. Unfortunately she also dies and Julie and Jack (the older, teenage children) decide to hide her body in the basement so that they can have free reign of their household. Soon Tom has taken to dressing as a girl whilst Sue has become increasingly reticent, confiding only to her diary, meanwhile Jack and Julie sense an attraction developing for each other. However Julie's new beau, Derek, threatens to unearth the many dark secrets within this family as he becomes increasingly suspicious of Jack.",5.539,/vtaZ8nJ46UKkqlHOgcdeMoYr9N0.jpg,['en'],False,Cement Garden,\N,0.0,1993,101,Drama,57,"nm0001949,nm0568605",7.0,,,,57,51,2132,3434
tt0180749,,"When a man decides to marry the woman he's been living with, she stops being the silent patient person she was and claims to be the boss in the house. Her behaviour changes so much after the marriage that the husband gets so irritated as to ask for a divorce even a few hours later..",1.306,/9b1tqFWTXjYWNXt4innBotXzHsY.jpg,['el'],False,Tu crains l'homme,\N,0.0,1965,105,Comedy,58,nm0419485,7.8,,,,58,3786,119,445
tt0095048,https://www.sacherfilm.eu/portfolio/domani-accadra/,"1848, Tuscan countryside. Edo and Lupo are two peasants running away after having robbed their boss. Chased by mercenaries, they'll meet bandits, damsels in distress, eccentric nobles, and revolutionaries along the way.",1.1,/2Z8Q0zf2iLcC88dnDgPOJsy4IwK.jpg,['it'],False,Domani domani,\N,0.0,1988,87,Adventure,59,"nm0563473,nm0076914,nm0664760,nm0524516,nm0677758",6.3,,,,59,69,4316,809
tt0477038,,"A new house in a new town could mean the beginning of a phase of domestic bliss for a small family. Nina, a doctor, has taken a few days off. Her husband Frieder is busy laying tiles, while their daughter Charlotte plays in her new room. But Nina is having her doubts; she stands about in the half-empty rooms, feeling thoroughly alienated. Suddenly, without saying a word, she decides to leave...",1.176,/9WUyva0MFPVd1fah15lbXDKHyXo.jpg,['de'],False,Montag,\N,0.0,2006,88,Drama,60,nm0477823,6.4,,,,60,1827,72,2907
tt0119256,,A stranger mentors a young Reno gambler who weds a hooker and befriends a vulgar casino regular.,11.339,/1l5UaoP25Ak8PWCKIULQz70yF03.jpg,['en'],False,Double Mise,\N,0.0,1996,101,Crime,61,nm0000759,7.1,,,,61,56,4347,484
tt1524565,,"Summer 1944, France. Racine is a carefree 19-year-old first-aid worker, his secret desire is to be able to sleep with Isabelle, the girl he's in love with. One evening they are about to take the plunge, but a resistance fighter comes to ask for help. Racine goes up to the maquis to impress the young girl and joins a group of fifteen immature boys. But up there, nothing goes as planned. The war catches up with them, brutally marking the end of an innocence and Racine finds himself caught in the crossfire.",0.6,/6BjnDi7VP9LLkOY1iTOjRMGRgmT.jpg,['fr'],False,Nos résistances,\N,0.0,2011,86,Drama,62,nm2170681,6.2,,,,62,55,1922,4569
tt0110167,,"Charlie Lang is a simple, kindhearted New York City cop. When he realizes he has no money to tip waitress Yvonne Biasi, Lang offers her half the winnings of his lottery ticket. Amazingly, the ticket happens to be a winner, in the sum of $4 million. True to his word, Lang proceeds to share the prize money with Biasi, which infuriates his greedy wife, Muriel. Not content with the arrangement, Muriel begins scheming to take all the money.",19.024,/6UOaeLDOdwwTMQtbl5YL6EGjqy0.jpg,['en'],False,Milliardaire malgré lui,\N,0.0,1994,101,Comedy,63,nm0026862,6.4,,,,63,2728,674,53
tt4429074,,A Palestinian comedy about women crammed in a tiny beauty parlor on the Gaza Strip,1.165,/s9v15viqusQfX7OM5cntdpV3fuy.jpg,['ar'],False,Dégradé,\N,0.0,2015,85,Drama,64,"nm5584045,nm5657422",6.5,,,,64,858,1296,47
